Current Step,Time Remaining,Expected Temp,External Temp,Chamber Temp,Time
6,516,25.5,26.2,25.4,4105
6,500,26.5,27.2,26.4,4122
6,483,27.4,28.1,27.3,4138
6,467,28.4,29.2,28.2,4155
6,450,29.4,30.1,29.3,4171
6,434,30.3,31.1,30.2,4188
6,417,31.3,32,31.2,4204
6,400,32.2,33,32.2,4221
6,384,33.2,33.9,33,4237
6,367,34.2,34.8,34.1,4254
6,351,35.2,35.8,35.1,4270
6,334,36.1,36.8,36.1,4287
6,318,37.1,37.6,37,4304
6,301,38.1,38.5,38,4320
6,285,39,39.5,38.9,4337
6,268,40,40.4,39.9,4353
6,252,40.9,41.4,40.9,4370
6,235,41.9,42.3,41.8,4386
6,219,42.9,43.4,42.8,4403
6,202,43.8,44.1,43.8,4419
6,185,44.8,45.2,44.8,4436
6,169,45.8,46,45.7,4452
6,152,46.8,46.8,46.7,4469
6,136,47.7,47.9,47.6,4485
6,119,48.7,48.8,48.6,4502
6,103,49.6,49.8,49.5,4518
6,86,50.6,50.8,50.5,4535
6,70,51.6,51.7,51.5,4552
6,53,52.5,52.6,52.5,4568
6,37,53.5,53.6,53.5,4585
6,20,54.5,54.5,54.5,4601
7,840,55,55.4,55.4,4618
7,823,55,55.7,56.3,4634
7,807,55,55.6,56.7,4651
7,790,55,55.3,56.7,4667
7,774,55,55.2,56.5,4684
7,757,55,55.2,56.3,4700
7,741,55,55.4,56.2,4717
7,724,55,55.4,56.1,4733
7,708,55,55.5,56,4750
7,691,55,55.5,56,4767
7,675,55,55.5,56,4783
7,658,55,55.5,55.9,4800
7,642,55,55.6,55.9,4816
7,625,55,55.5,55.8,4833
7,608,55,55.5,55.7,4849
7,592,55,55.7,55.6,4866
7,575,55,55.7,55.6,4882
7,559,55,55.7,55.6,4899
7,542,55,55.7,55.6,4915
7,526,55,55.8,55.5,4932
7,509,55,55.8,55.5,4948
7,493,55,55.8,55.5,4965
7,476,55,55.7,55.4,4982
7,460,55,55.7,55.4,4998
7,443,55,55.7,55.4,5015
7,427,55,55.8,55.3,5031
7,410,55,55.8,55.3,5048
7,393,55,55.8,55.3,5064
7,377,55,55.8,55.3,5081
7,360,55,55.8,55.3,5097
7,344,55,55.8,55.3,5114
7,327,55,55.8,55.2,5130
7,311,55,55.8,55.2,5147
7,294,55,55.8,55.2,5164
7,278,55,55.8,55.2,5180
7,261,55,55.8,55.2,5197
7,245,55,55.8,55.2,5213
7,228,55,55.8,55.2,5230
7,212,55,56,55.2,5246
7,195,55,55.8,55.2,5263
7,178,55,55.8,55.2,5279
7,162,55,55.8,55.1,5296
7,145,55,55.8,55.1,5312
7,129,55,55.8,55.1,5329
7,112,55,55.8,55.1,5345
7,96,55,55.8,55.1,5362
7,79,55,55.8,55.1,5378
7,63,55,55.8,55.1,5395
7,46,55,55.8,55.1,5412
7,30,55,55.9,55.1,5428
7,13,55,55.9,55.1,5445
8,1062,54.4,56,55.1,5461
8,1045,53.4,55.9,55.2,5478
8,1029,52.4,56,55.2,5494
8,1012,51.5,55.9,55.2,5511
8,996,50.5,55.6,55,5527
8,979,49.6,55.2,54.7,5544
8,963,48.6,54.6,54.2,5560
8,946,47.6,53.9,53.5,5577
